45839 45669 59963 121773 145166
vendor 0 0 0 2 1
vbi 0 0 0 3 0
vat 2 0 0 0 1
vaskevitch 0 0 0 3 0
vanguard 0 0 0 0 3
vanadium 0 0 0 0 3
valv 0 0 0 3 0
valuabl 0 0 0 3 0
valero 0 0 0 3 0
vain 0 0 3 0 0
vacuum 0 0 0 0 3
vacat 0 1 0 2 0
vacant 0 0 0 2 1
vacanc 0 0 0 1 2
utvegsbanki 0 0 0 3 0
usjapanes 0 0 1 2 0
usin 0 0 0 2 1
usacaf 0 0 0 0 3
uruguay 0 3 0 0 0
upstream 2 0 0 0 1
uproar 0 0 3 0 0
unwind 0 0 2 0 1
unwilling 1 1 0 0 1
unwelcom 0 0 0 3 0
unterberg 0 0 0 2 1
unsur 1 0 2 0 0
unsettl 1 0 1 1 0
unreal 0 0 0 0 3
unpaid 0 1 0 2 0
unnecessari 1 0 2 0 0
unlimit 0 1 1 1 0
unjustifi 0 3 0 0 0
uniforc 0 0 0 0 3
unifi 0 0 3 0 0
unfound 1 0 1 0 1
unfavour 0 0 3 0 0
unfavor 0 1 0 0 2
unexpectedli 1 0 1 0 1
undoubtedli 0 0 2 1 0
underton 0 0 3 0 0
undergo 2 0 0 0 1
undergar 0 0 0 0 3
uncompetit 1 0 2 0 0
unaffili 0 0 0 2 1
unaffect 1 1 1 0 0
uku 0 0 2 1 0
uic 0 0 0 3 0
ub 0 0 0 0 3
tyre 0 0 0 1 2
tylan 0 0 0 3 0
twotier 0 0 2 1 0
turnabout 0 0 2 1 0
turmoil 1 0 2 0 0
turgut 3 0 0 0 0
tumaco 3 0 0 0 0
tultex 0 0 0 0 3
tucker 2 0 0 1 0
tube 0 0 0 2 1
tsang 0 0 0 0 3
tru 0 0 0 3 0
tropic 0 1 0 0 2
trimedyn 0 0 0 3 0
triguna 0 0 0 3 0
treybig 0 0 0 0 3
trenton 0 0 0 3 0
transatlant 0 1 1 0 1
tradeabl 0 0 1 2 0
tower 2 0 0 1 0
towbin 0 0 0 2 1
tow 3 0 0 0 0
toshin 0 0 0 3 0
topsoil 0 3 0 0 0
tofit 0 0 0 0 3
tissu 0 0 0 2 1
tisch 0 0 0 3 0
tip 1 0 2 0 0
tike 0 0 0 3 0
tieup 0 0 0 3 0
thrust 2 0 1 0 0
thrown 0 0 1 2 0
threshold 0 0 0 2 1
thick 3 0 0 0 0
thasso 3 0 0 0 0
thank 1 0 0 0 2
textron 0 0 0 3 0
texon 0 0 0 3 0
tex 0 2 0 1 0
teva 0 0 0 3 0
terrorist 0 1 0 1 1
terror 0 2 0 0 1
tenni 0 0 0 3 0
tenera 0 0 0 0 3
tenant 0 2 0 0 1
tempo 0 0 0 2 1
templeton 0 0 0 2 1
telemarket 0 0 0 0 3
tele 0 0 0 3 0
telcom 0 0 0 3 0
telco 0 0 0 0 3
teladata 0 0 0 3 0
teeth 0 1 2 0 0
technodyn 0 0 0 0 3
tcw 0 0 0 0 3
tbg 0 0 0 0 3
taxwrit 3 0 0 0 0
taunton 0 0 0 0 3
tate 0 0 0 3 0
tallow 0 3 0 0 0
talbot 0 0 0 0 3
taker 0 0 2 1 0
tagamet 0 0 0 0 3
taco 0 0 0 3 0
szynkarski 0 0 0 3 0
synfuel 3 0 0 0 0
sympathet 2 1 0 0 0
syeduzzaman 0 3 0 0 0
sycamor 0 0 0 3 0
sweep 1 1 1 0 0
sweeney 3 0 0 0 0
suspicion 0 0 0 2 1
surcharg 2 0 1 0 0
sur 3 0 0 0 0
supervis 0 0 1 1 1
superpow 3 0 0 0 0
sunni 0 0 1 2 0
sunk 2 0 0 0 1
suna 0 0 3 0 0
summitvil 0 0 0 0 3
sulpetro 0 0 0 0 3
suiss 0 0 0 2 1
sugarcontain 0 3 0 0 0
subsaharan 0 3 0 0 0
subdu 0 0 3 0 0
stuck 2 0 0 1 0
stuart 0 0 0 1 2
struther 0 0 0 0 3
strikebound 3 0 0 0 0
streamlin 1 0 0 0 2
strawbridg 0 0 0 0 3
stewartwarn 0 0 0 0 3
stewart 1 0 0 2 0
stevenson 0 0 0 3 0
staunch 0 0 3 0 0
statutori 0 1 0 1 1
stat 3 0 0 0 0
stark 2 1 0 0 0
stant 0 0 0 3 0
standex 0 0 0 3 0
stahl 0 0 0 0 3
stafford 0 0 0 0 3
sq 2 0 0 1 0
spunoff 0 0 0 1 2
spotnext 1 0 2 0 0
sportscen 0 0 0 3 0
spoken 1 1 1 0 0
sperri 0 0 0 3 0
sped 0 0 0 3 0
spectrum 0 0 0 1 2
spear 0 0 0 3 0
spar 0 0 0 0 3
span 0 0 1 2 0
soya 0 2 0 1 0
sophist 0 0 2 1 0
somewher 0 2 1 0 0
somebodi 0 3 0 0 0
solvent 0 0 0 3 0
solmec 0 0 0 3 0
soley 0 0 1 2 0
snowstorm 0 1 0 1 1
snowcov 0 3 0 0 0
snap 1 0 2 0 0
smolinski 3 0 0 0 0
smoke 2 0 0 1 0
smallscal 0 1 2 0 0
sladoj 0 3 0 0 0
sl 0 0 0 2 1
skylight 0 0 0 3 0
skill 0 0 1 1 1
skandia 0 0 0 3 0
simul 0 0 0 1 2
simex 0 0 3 0 0
silicon 0 0 0 2 1
silent 0 0 0 3 0
shulman 0 0 0 3 0
shuffl 3 0 0 0 0
shrug 0 0 3 0 0
shrewd 0 0 1 2 0
shoup 3 0 0 0 0
shot 1 0 0 2 0
shoney 0 0 0 0 3
shipbuild 1 0 0 1 1
shenzhen 2 0 1 0 0
shefra 0 0 0 3 0
sheer 0 1 1 1 0
shaw 0 0 0 2 1
sharon 0 0 0 3 0
shape 0 0 3 0 0
shaer 0 0 0 3 0
sfsp 0 0 0 3 0
setback 1 1 0 0 1
servotron 0 0 0 0 3
sequest 0 0 0 3 0
sentenc 0 0 2 1 0
sensormat 0 0 0 2 1
sensor 0 0 0 3 0
semi 0 0 0 0 3
selfimpos 3 0 0 0 0
secondquart 0 0 1 0 2
seagram 0 0 0 0 3
seafood 0 0 0 3 0
scrutini 1 0 1 1 0
scripp 0 0 0 3 0
screen 0 0 0 3 0
scotland 3 0 0 0 0
schwepp 0 0 0 0 3
scholl 0 0 0 3 0
schlecht 0 0 3 0 0
schenker 0 0 0 0 3
savannah 0 0 0 1 2
saul 0 0 0 1 2
satisfactorili 2 0 0 0 1
sarl 0 0 0 3 0
sara 0 0 0 3 0
sao 2 1 0 0 0
sanivan 0 0 0 3 0
samudio 3 0 0 0 0
salzgitt 0 0 0 3 0
salem 0 0 0 2 1
saft 0 0 0 3 0
saddam 3 0 0 0 0
sabin 2 0 0 0 1
rye 0 3 0 0 0
rubbertech 0 0 0 3 0
royc 1 0 0 1 1
rowleysch 0 0 0 0 3
rowland 0 0 0 3 0
rot 0 3 0 0 0
rosewood 0 0 0 3 0
root 0 2 1 0 0
roof 0 0 1 1 1
roffman 0 0 0 3 0
rockwood 0 0 0 2 1
roch 0 0 0 2 1
robot 0 0 0 0 3
rip 2 1 0 0 0
rinehart 0 0 0 2 1
rie 0 3 0 0 0
richter 0 0 0 3 0
rhm 0 0 0 0 3
rhine 0 0 0 0 3
rhetor 0 0 3 0 0
reward 0 0 0 3 0
reuss 0 0 0 0 3
retend 0 3 0 0 0
retaliatori 0 2 0 1 0
resurg 1 0 1 1 0
resin 0 0 0 0 3
reshuffl 1 0 2 0 0
resend 0 3 0 0 0
resel 0 0 1 1 1
reportedli 1 0 1 1 0
rentacar 0 0 0 0 3
remodel 0 0 1 1 1
remit 1 0 1 1 0
rememb 0 0 2 0 1
relinquish 0 0 1 1 1
reliabl 0 1 0 0 2
reinvest 0 0 1 1 1
reintroduc 0 0 3 0 0
refurbish 0 0 0 1 2
reexport 0 2 1 0 0
reexamin 0 3 0 0 0
reevalu 0 0 0 3 0
reev 0 0 0 0 3
reef 0 0 0 3 0
redund 0 1 0 1 1
redman 3 0 0 0 0
redeploy 0 0 0 3 0
recurr 1 0 0 0 2
recur 1 0 0 1 1
recreat 0 0 0 1 2
reclassif 0 0 0 0 3
reclam 0 0 0 2 1
reced 1 1 1 0 0
reassur 0 1 1 0 1
realloc 1 1 0 0 1
rca 0 0 0 0 3
rb 0 0 0 3 0
raul 0 0 0 3 0
rash 1 1 1 0 0
rape 0 3 0 0 0
rambaud 0 0 0 0 3
rafsanjani 3 0 0 0 0
rafael 2 0 0 0 1
rabobank 0 0 1 0 2
ra 3 0 0 0 0
quotat 0 0 0 2 1
quietli 1 0 2 0 0
questar 0 0 0 3 0
queen 0 0 0 0 3
qed 0 0 0 3 0
purs 0 0 1 2 0
punt 0 0 1 2 0
psbr 0 0 3 0 0
pryor 0 3 0 0 0
proprietari 0 0 0 2 1
propon 0 3 0 0 0
propaganda 2 0 0 1 0
promedico 0 0 0 3 0
profittak 1 0 2 0 0
primagaz 0 0 0 3 0
prey 0 0 0 3 0
prefix 0 3 0 0 0
preferenti 0 0 0 3 0
predatori 2 0 0 1 0
preceed 0 0 0 1 2
precambrian 0 0 0 0 3
prawiro 3 0 0 0 0
poy 0 0 0 0 3
powerin 3 0 0 0 0
powel 0 0 0 3 0
potomac 0 0 0 0 3
postwar 0 0 3 0 0
postech 0 0 0 3 0
postal 0 0 0 3 0
possi 0 0 0 0 3
porter 0 1 0 2 0
popsicl 0 0 0 3 0
pop 0 0 0 3 0
poorest 0 0 3 0 0
politician 0 0 3 0 0
poclain 0 0 0 0 3
po 0 3 0 0 0
pnb 0 0 0 3 0
plateau 1 1 0 0 1
plate 0 1 0 2 0
pittsburghbas 0 0 0 3 0
pire 0 0 0 3 0
pine 0 0 0 3 0
pilgrim 0 0 0 3 0
pikandrol 0 3 0 0 0
pig 0 3 0 0 0
pierc 0 0 2 1 0
phh 0 0 0 2 1
phelp 0 0 0 1 2
pgrt 3 0 0 0 0
pfennig 0 0 3 0 0
pette 0 0 0 3 0
petrona 3 0 0 0 0
petroluem 1 0 0 2 0
petrolifero 3 0 0 0 0
petri 0 0 0 0 3
pessimist 1 1 1 0 0
pesodollar 0 0 3 0 0
perspect 0 0 2 1 0
perfectli 0 0 1 2 0
perelman 0 0 0 1 2
percent 0 1 0 1 1
pepsi 0 0 0 3 0
pep 0 0 0 0 3
penser 0 0 0 3 0
peninsular 0 0 0 0 3
penalti 0 0 2 0 1
pegasu 0 0 0 0 3
peasant 0 3 0 0 0
pearl 3 0 0 0 0
peanut 0 3 0 0 0
peac 2 0 0 1 0
pda 0 0 0 0 3
pcri 0 0 0 3 0
pciac 3 0 0 0 0
paymentinkind 0 3 0 0 0
payback 1 0 0 1 1
pave 1 0 1 1 0
paulo 2 1 0 0 0
patronag 0 3 0 0 0
patrol 0 0 0 3 0
patient 1 0 0 1 1
pasta 0 3 0 0 0
passiv 0 0 0 2 1
particulari 2 0 1 0 0
parisbas 0 1 0 2 0
paralys 1 2 0 0 0
paragraph 0 0 1 2 0
paragon 0 0 0 3 0
pantri 0 0 0 3 0
pansoph 0 0 0 0 3
panoch 0 0 0 0 3
panganiban 0 0 0 3 0
panamax 0 3 0 0 0
paidup 0 0 0 1 2
packer 1 0 0 2 0
pacer 0 0 0 1 2
ozal 3 0 0 0 0
overwhelm 1 0 1 1 0
overtim 0 0 0 0 3
overst 0 2 1 0 0
overseachines 0 0 0 1 2
overrid 3 0 0 0 0
overfund 0 0 0 0 3
overcapac 0 0 0 1 2
outward 0 0 3 0 0
outspoken 0 0 3 0 0
outset 0 0 0 3 0
outofcourt 0 0 0 2 1
outer 3 0 0 0 0
outbid 0 0 0 3 0
orbit 3 0 0 0 0
oral 0 1 2 0 0
oppon 0 1 1 0 1
ophthalm 0 0 0 0 3
ope 1 0 0 0 2
onward 0 2 0 1 0
ongpin 0 0 3 0 0
onetenth 2 0 0 0 1
onehundredth 0 0 0 2 1
onefifth 0 0 0 3 0
omnicom 0 0 0 0 3
ommeren 0 0 0 3 0
omer 0 0 3 0 0
omaha 0 0 0 1 2
olin 0 0 0 3 0
occup 2 0 0 1 0
obligatori 0 0 0 3 0
nt 0 0 0 2 1
nsw 0 3 0 0 0
novatron 0 0 0 3 0
novar 0 0 0 0 3
notif 1 0 0 2 0
notel 0 0 0 0 3
norman 0 0 0 3 0
nonstrateg 0 0 0 1 2
nonresidenti 0 0 0 3 0
nonresid 0 0 3 0 0
nonregul 0 0 0 1 2
nonrecours 0 2 0 0 1
nongold 0 0 1 2 0
nonfinanci 0 0 0 2 1
nonferr 0 0 0 3 0
nonbind 0 1 0 2 0
nokia 0 0 0 3 0
nobuo 0 0 0 3 0
noble 0 0 0 3 0
nitrogen 0 2 0 0 1
nineday 0 0 3 0 0
nimock 0 0 0 3 0
nice 0 0 0 2 1
newlyindustri 0 0 3 0 0
nelissen 0 0 3 0 0
nekoosa 0 0 0 0 3
ne 0 2 0 0 1
nbb 0 0 0 3 0
nawara 0 0 0 3 0
nativ 3 0 0 0 0
natchez 0 0 0 3 0
nashua 0 0 0 3 0
napo 3 0 0 0 0
naphtha 3 0 0 0 0
namibia 2 0 0 1 0
murren 0 0 0 3 0
multifood 0 2 0 0 1
multifamili 0 0 0 0 3
multibank 0 0 0 2 1
muldoon 0 0 3 0 0
muddi 0 1 0 2 0
msa 0 0 0 1 2
moulinex 0 0 0 3 0
mould 0 0 0 3 0
mostfavoredn 3 0 0 0 0
morbelli 0 0 0 3 0
moorhead 0 0 0 3 0
moorehandley 0 0 0 3 0
moo 0 3 0 0 0
monthend 1 0 2 0 0
monica 0 0 0 3 0
moni 0 0 0 2 1
moi 3 0 0 0 0
mohawk 0 0 0 0 3
moham 2 0 1 0 0
moe 0 0 0 0 3
modif 0 0 1 2 0
modestli 0 0 0 0 3
mobay 0 0 0 0 3
mizrahi 3 0 0 0 0
mixon 0 0 0 0 3
mitek 0 0 0 0 3
mision 0 3 0 0 0
minori 0 0 0 3 0
minirefund 0 0 3 0 0
millen 0 0 0 3 0
mike 0 1 0 2 0
midwestern 0 2 0 1 0
midstat 0 1 0 2 0
midsess 0 0 3 0 0
midmississippi 0 3 0 0 0
midivest 0 0 0 3 0
midafternoon 0 0 0 1 2
micron 0 0 0 0 3
microelectron 0 0 0 3 0
microbiolog 0 0 0 2 1
miamibas 0 0 0 3 0
miami 0 0 0 3 0
mfg 0 0 0 2 1
metrobanc 0 0 0 3 0
meteorolog 0 3 0 0 0
mer 3 0 0 0 0
memotec 0 0 0 3 0
memorandum 0 0 0 2 1
melvin 0 3 0 0 0
melbourn 0 0 0 0 3
measor 0 0 0 0 3
meadow 0 0 0 0 3
md 0 0 0 3 0
mcminimi 0 3 0 0 0
mcm 0 0 0 0 3
mckiernan 3 0 0 0 0
mccrann 0 0 0 0 3
mcclain 0 0 0 0 3
mccall 0 0 0 0 3
mcalpin 0 0 0 3 0
mcadoo 0 0 0 0 3
mayseptemb 0 3 0 0 0
mayfair 0 0 0 0 3
maya 3 0 0 0 0
maximis 0 0 2 0 1
mawr 0 0 0 0 3
matra 0 0 0 3 0
markheath 0 0 0 3 0
markey 0 0 0 3 0
marcor 0 0 0 0 3
maratech 0 0 0 3 0
mansion 0 0 0 0 3
manganes 1 0 0 2 0
mandat 1 0 1 1 0
managementltwmx 0 0 0 3 0
malrit 0 0 0 3 0
malmgreen 3 0 0 0 0
maison 0 0 2 1 0
magnat 0 0 0 3 0
madrid 2 1 0 0 0
mackenzi 2 0 0 0 1
macandrewsforb 0 0 0 3 0
luxuri 0 0 0 0 3
lutterbach 0 0 0 0 3
lunchtim 0 0 2 0 1
lunch 0 0 3 0 0
lummu 0 0 0 0 3
ltzico 0 0 0 3 0
ltz 0 0 0 1 2
ltwtdi 0 0 0 1 2
ltwkr 0 0 0 1 2
ltwix 0 0 0 1 2
ltwfc 0 0 0 2 1
ltwestern 0 0 0 2 1
ltwal 0 0 0 3 0
ltvowgf 0 0 0 1 2
ltvlan 0 0 0 0 3
ltunderwood 0 0 0 2 1
ltui 0 0 0 2 1
lttxn 1 0 0 1 1
lttwt 0 0 0 1 2
ltttx 0 0 0 0 3
lttrimac 0 0 0 1 2
lttrelleborg 0 0 0 2 1
lttpnpa 2 0 0 0 1
lttoyot 0 0 0 3 0
lttotal 2 0 0 1 0
lttoronto 0 0 0 1 2
lttmoc 0 0 0 3 0
lttei 0 0 0 1 2
ltsystem 0 0 0 2 1
ltswpchk 0 0 0 0 3
ltsummit 0 0 0 2 1
ltsto 0 0 0 2 1
ltsti 0 0 0 2 1
ltstchl 0 0 0 0 3
ltstb 0 0 0 1 2
ltstatol 3 0 0 0 0
ltsta 0 0 0 1 2
ltst 2 0 0 0 1
ltssbk 0 0 0 3 0
ltsrc 0 0 0 2 1
ltsmbsst 0 0 0 2 1
ltslc 3 0 0 0 0
ltski 0 0 0 2 1
ltsk 0 0 0 3 0
ltshv 0 0 0 3 0
ltshon 0 0 0 0 3
ltship 0 0 0 1 2
ltshell 0 0 0 0 3
ltshel 0 0 0 1 2
ltshearson 0 0 0 3 0
ltscott 0 0 0 2 1
ltrtrsl 0 0 0 2 1
ltrtc 0 0 0 2 1
ltrtb 0 0 0 3 0
ltrt 0 0 0 1 2
ltrenouf 0 0 0 3 0
ltreed 0 0 0 3 0
ltrda 2 0 0 0 1
ltrban 0 0 0 3 0
ltpwj 0 0 0 3 0
ltpst 0 0 0 0 3
ltprsl 0 0 0 2 1
ltprecambrian 0 0 0 0 3
ltpom 0 0 0 0 3
ltpnp 0 0 0 2 1
ltpma 0 0 0 0 3
ltplt 0 0 0 1 2
ltpir 0 0 0 1 2
ltpeabodi 0 0 0 3 0
ltpci 0 0 0 1 2
ltpbt 2 0 0 0 1
ltpbi 0 0 0 0 3
ltpant 0 0 0 3 0
ltomcm 0 0 0 0 3
ltolsn 0 0 0 1 2
ltoi 0 0 0 3 0
ltoat 0 0 0 2 1
ltnwp 0 0 0 2 1
ltnpt 0 0 0 3 0
ltnovl 0 0 0 0 3
ltnl 0 0 0 0 3
ltnem 0 0 0 1 2
ltncpa 0 0 0 3 0
ltmodx 0 0 0 2 1
ltmnrci 0 0 0 0 3
ltmne 0 0 0 3 0
ltmmct 0 0 0 0 3
ltmlc 0 0 0 1 2
ltmeridian 0 0 0 3 0
ltmdxr 0 0 0 1 2
ltmdt 0 0 0 0 3
ltmdnt 0 0 0 3 0
ltmd 0 0 0 2 1
ltmcic 0 0 0 0 3
ltmbc 0 0 0 1 2
ltltc 0 0 0 1 2
ltlsb 0 0 0 2 1
ltlpx 0 0 0 3 0
ltlloyd 0 0 1 0 2
ltlen 0 0 0 2 1
ltldmfa 0 0 0 0 3
ltkpk 0 0 0 1 2
ltkep 0 0 0 0 3
ltkb 0 0 0 1 2
ltjpn 0 0 0 3 0
ltjcp 0 0 0 1 2
ltjardin 0 0 0 0 3
ltjaczz 0 0 0 1 2
ltitx 0 0 0 2 1
ltinp 0 0 0 0 3
ltimperi 0 0 0 1 2
ltiml 0 0 0 3 0
lticn 0 0 0 2 1
lthvt 0 0 0 2 1
lthum 0 0 0 1 2
lthug 0 0 0 1 2
lthre 0 0 0 0 3
lthong 0 0 0 1 2
lthon 0 0 0 2 1
ltho 1 0 0 0 2
lthnz 0 0 0 0 3
lthnt 0 0 0 1 2
lthmte 0 0 0 0 3
lthmi 0 0 0 0 3
lthl 0 0 0 3 0
lthia 0 0 0 2 1
lthf 0 0 0 0 3
lthawker 0 0 0 2 1
lth 0 0 0 1 2
ltgulf 0 0 2 1 0
ltgti 0 0 0 0 3
ltgte 0 0 0 1 2
ltgruppo 0 0 0 3 0
ltgre 0 0 0 0 3
ltgpu 0 0 0 0 3
ltgnva 0 0 0 2 1
ltgnb 0 0 0 3 0
ltglw 0 0 0 3 0
ltgld 0 0 0 3 0
ltgd 0 0 0 2 1
ltgat 0 0 0 1 2
ltgap 0 0 0 0 3
ltg 0 0 0 3 0
ltfoam 0 0 0 1 2
ltflo 0 0 0 0 3
ltfin 0 0 0 3 0
ltfichtel 0 0 0 3 0
ltfdx 0 0 0 2 1
ltfd 0 0 0 1 2
ltfcsi 0 0 0 3 0
lteuropean 0 0 0 3 0
ltericst 0 0 0 3 0
ltendo 0 0 0 0 3
ltencor 0 0 0 2 1
lten 0 0 0 1 2
ltelxa 0 0 0 2 1
ltead 0 0 0 0 3
ltdya 0 0 0 2 1
ltdxnsl 0 0 0 2 1
ltdwg 0 0 0 2 1
ltdhr 0 0 0 0 3
ltdf 0 0 0 0 3
ltdco 0 0 0 1 2
ltdci 0 0 0 2 1
ltdart 0 0 0 3 0
ltdal 0 0 0 3 0
ltcyacq 0 0 0 3 0
ltcti 0 0 0 2 1
ltct 0 0 0 2 1
ltcsp 0 0 0 2 1
ltcpcn 0 0 0 3 0
ltcp 1 0 0 2 0
ltcounti 0 0 0 3 0
ltcntr 0 0 0 0 3
ltcnt 0 0 0 1 2
ltcmin 0 0 0 2 1
ltcmac 0 0 0 0 3
ltclbga 0 0 0 2 1
ltcke 0 0 0 1 2
ltcil 0 0 0 1 2
ltchl 0 0 0 2 1
ltchemic 0 0 0 3 0
ltccr 0 0 0 0 3
ltcbl 0 0 0 2 1
ltcaphhk 0 0 0 0 3
ltcan 0 0 0 2 1
ltbtyl 0 0 0 0 3
ltbtil 0 0 0 0 3
ltbt 0 0 0 1 2
ltbsn 0 0 0 1 2
ltbrf 0 0 0 1 2
ltbond 0 0 0 2 1
ltbona 0 0 0 3 0
ltbnl 0 0 0 3 0
ltbmi 0 0 0 2 1
ltbli 0 0 0 2 1
ltbhp 0 0 0 3 0
ltbh 0 0 0 3 0
ltben 0 0 0 1 2
ltbbec 0 0 0 2 1
ltbbczz 0 0 0 0 3
ltbasff 0 0 0 0 3
ltbarwon 0 0 0 3 0
ltbanqu 0 0 0 3 0
ltbaell 0 0 0 2 1
ltau 0 0 0 1 2
ltarab 0 0 2 0 1
ltansi 0 0 0 1 2
ltamr 0 0 0 1 2
ltamn 0 0 0 1 2
ltamkg 0 0 0 3 0
ltalw 0 0 0 3 0
ltalli 0 0 0 3 0
ltal 0 0 0 2 1
ltaig 0 0 0 1 2
ltafp 0 0 0 1 2
ltaero 0 0 0 1 2
ltadsa 0 0 0 1 2
ltacst 0 0 0 1 2
ltacl 0 0 0 2 1
ltaac 0 0 0 2 1
loyn 0 0 0 0 3
lowranc 0 0 0 0 3
louvr 0 0 3 0 0
loudon 0 0 0 3 0
lockup 0 0 0 3 0
lister 0 0 0 3 0
liramark 0 0 3 0 0
liquor 0 0 0 1 2
linse 0 3 0 0 0
limbo 0 0 0 3 0
lima 0 1 0 2 0
liedtk 1 0 0 0 2
lichtblau 3 0 0 0 0
liang 0 0 0 3 0
leclerc 0 0 0 0 3
lazier 3 0 0 0 0
laurentii 0 0 0 3 0
laserson 0 0 0 2 1
laps 1 0 0 2 0
landon 0 0 0 3 0
landmark 0 0 0 3 0
lancer 0 0 0 2 1
lama 0 0 0 3 0
lacomb 0 3 0 0 0
laci 0 0 0 3 0
kurt 0 0 2 1 0
kuhlmann 0 0 0 3 0
krapel 3 0 0 0 0
koninklijk 0 0 0 0 3
koether 0 0 0 3 0
knew 0 0 0 0 3
kline 0 0 0 0 3
kleckner 0 3 0 0 0
kkk 0 0 0 3 0
kitti 3 0 0 0 0
kirschner 0 0 0 3 0
kingsport 0 0 0 0 3
kindercar 0 0 0 0 3
kilometr 2 0 0 0 1
kg 0 0 0 0 3
keyston 0 0 0 3 0
kern 3 0 0 0 0
kenosha 0 0 0 3 0
kash 0 0 0 1 2
kaputin 3 0 0 0 0
kaltenbach 0 0 0 3 0
julyseptemb 0 3 0 0 0
julyjun 0 3 0 0 0
jukardi 3 0 0 0 0
joel 0 0 0 2 1
joe 2 0 0 1 0
jiangxi 0 3 0 0 0
jewelri 0 0 0 2 1
jewel 0 0 0 0 3
jeffrey 1 0 1 1 0
jean 0 0 0 3 0
jay 1 0 0 2 0
januarymarch 0 2 0 0 1
jano 0 0 1 0 2
jacobi 0 0 0 3 0
izvestia 0 3 0 0 0
ivan 0 0 1 2 0
ito 0 0 0 3 0
itc 0 3 0 0 0
italiana 1 0 0 0 2
isthmu 3 0 0 0 0
inward 0 0 3 0 0
interpharm 0 0 0 3 0
internationalis 0 0 3 0 0
intermark 0 0 0 3 0
interco 0 0 0 0 3
interc 0 0 0 0 3
insul 0 0 1 2 0
instrumentarium 0 0 0 3 0
insolv 0 0 0 2 1
inroad 0 2 0 0 1
inra 0 3 0 0 0
initial 2 0 0 0 1
infrastructur 1 1 0 0 1
infortext 0 0 0 3 0
infinit 0 0 0 0 3
infin 0 0 0 3 0
infer 0 0 3 0 0
infanc 0 0 3 0 0
indianapoli 0 1 0 2 0
ind 0 0 0 3 0
increment 0 1 0 2 0
incomplet 0 1 0 2 0
inclus 1 0 0 0 2
inact 2 0 0 1 0
imr 0 0 0 3 0
imped 0 2 0 1 0
impati 0 0 1 2 0
iml 0 0 0 3 0
illumin 0 0 1 0 2
ike 2 0 0 1 0
igon 0 0 0 3 0
ich 0 0 0 0 3
ibj 3 0 0 0 0
iacocca 0 0 0 3 0
hut 1 0 0 2 0
hurdl 0 1 0 2 0
hung 0 0 0 1 2
hunan 0 3 0 0 0
human 0 2 0 0 1
hubbard 0 0 0 3 0
hub 0 0 0 3 0
hrw 0 3 0 0 0
howel 0 0 0 2 1
hormel 0 0 0 0 3
hollywood 0 0 0 3 0
holli 0 0 0 0 3
hofer 0 3 0 0 0
hktvb 0 0 0 3 0
hiport 0 0 0 2 1
hine 0 0 0 3 0
hightech 0 0 0 1 2
hess 2 0 0 1 0
hermann 0 0 1 0 2
henz 0 0 0 3 0
hemsley 0 3 0 0 0
heir 0 1 0 2 0
heighten 0 2 0 0 1
hebei 0 3 0 0 0
heavyduti 0 0 0 1 2
hearst 0 0 0 3 0
headlin 2 0 0 0 1
hbo 0 0 0 0 3
harristeet 0 0 0 0 3
harperrow 0 0 0 3 0
harleysvil 0 0 0 3 0
hargreav 0 0 0 0 3
hardhit 0 0 1 0 2
hardart 0 0 0 2 1
halbert 0 0 0 3 0
hajim 0 0 2 1 0
hack 0 0 0 3 0
hachett 0 0 0 3 0
habit 0 0 3 0 0
gustafson 0 3 0 0 0
guerard 3 0 0 0 0
guayaquil 3 0 0 0 0
guangxi 0 3 0 0 0
gst 0 0 0 3 0
gruppo 0 0 0 3 0
grove 0 2 0 1 0
groundnutse 0 3 0 0 0
grossman 0 0 0 2 1
graze 0 3 0 0 0
gramm 0 0 3 0 0
grainsoilse 0 3 0 0 0
grainproduc 0 3 0 0 0
graff 0 0 0 0 3
gp 0 0 0 0 3
gover 1 1 0 0 1
goodi 0 0 0 2 1
goldsilverleadzinc 0 0 0 3 0
goldsil 0 0 0 3 0
goldberg 0 0 0 3 0
glynw 0 0 0 0 3
glut 1 1 0 1 0
glenn 0 3 0 0 0
glami 0 0 0 0 3
girozentral 0 0 1 1 1
girardin 0 0 3 0 0
gib 0 0 3 0 0
gholamreza 3 0 0 0 0
ghiringhelli 0 0 0 0 3
gevirtz 0 0 0 0 3
gevaert 0 0 0 2 1
geronimu 0 0 0 3 0
germin 0 3 0 0 0
georgiapacif 0 0 0 0 3
geoffrion 0 0 0 0 3
geo 0 0 0 0 3
gemeinwirtschaft 0 0 0 0 3
gateway 0 0 0 3 0
garofalo 0 0 0 0 3
garment 0 0 0 3 0
garlem 0 3 0 0 0
gareth 3 0 0 0 0
galaxi 0 0 0 0 3
fullyown 0 0 0 3 0
ft 0 0 0 1 2
fring 0 1 0 1 1
frigid 0 0 0 3 0
fraud 0 0 1 1 1
fox 0 0 0 0 3
fourthquart 0 0 0 1 2
fortnightli 0 0 3 0 0
forthcom 0 0 0 3 0
forstmann 0 0 0 3 0
forseeabl 0 0 0 1 2
formosa 0 3 0 0 0
forfeitur 0 3 0 0 0
foreseen 1 0 1 1 0
forerunn 0 1 0 1 1
foreclos 0 0 0 3 0
fomc 0 0 3 0 0
fold 0 0 0 2 1
